,Phi,k,N_equilibrium
2610,9.5,0.64,2.0844000000000002e+43
2611,9.7,0.64,2.2780200000000003e+43
2612,9.9,0.64,2.4828200000000004e+43
2613,0.1,0.645,1.47644e+29
2614,9.1,0.545,83.1966
2615,9.3,0.545,85.0251
2616,9.5,0.545,86.8536
2617,9.7,0.545,5.06075e+18
2618,9.9,0.545,2.5216e+20
2619,0.1,0.55,0.9938379999999999
2620,0.3,0.55,2.9815099999999997
2621,0.5,0.55,4.96919
2622,0.7,0.55,6.956869999999999
2623,0.9,0.55,8.94454
2624,1.1,0.55,10.9322
2625,1.3,0.55,12.9199
2626,1.5,0.55,14.9076
2627,1.7,0.55,16.8952
2628,1.9,0.55,18.8829
2629,10.1,0.55,2.7124e+23
2630,10.3,0.55,4.84138e+23
2631,10.5,0.55,7.9656e+23
2632,1.7,0.455,6.19841
2633,1.9,0.455,6.927630000000001
2634,10.1,0.455,36.8258
2635,10.3,0.455,37.5551
2636,10.5,0.455,38.2843
2637,2.1,0.455,7.656860000000001
2638,2.3,0.455,8.38608
2639,2.5,0.455,9.1153
2640,2.7,0.455,9.84453
2641,2.9,0.455,10.5738
2642,3.1,0.455,11.302999999999999
2643,3.3,0.455,12.0322
2644,3.5,0.455,12.7614
2645,3.7,0.455,13.4907
2646,3.9,0.455,14.2199
2647,4.1,0.455,14.9491
2648,4.3,0.455,15.6783
2649,4.5,0.455,16.4075
2650,7.5,0.265,11.1324
2651,7.7,0.265,11.4293
2652,7.9,0.265,11.7261
2653,8.1,0.265,12.023
2654,8.3,0.265,12.3199
2655,8.5,0.265,12.6167
2656,8.7,0.265,12.9136
2657,8.9,0.265,13.2105
2658,9.1,0.265,13.5073
2659,9.3,0.265,13.8042
2660,9.5,0.265,14.1011
2661,9.7,0.265,14.3979
2662,9.9,0.265,14.6948
2663,0.1,0.27,0.151016
2664,0.3,0.27,0.453049
2665,4.5,0.36,9.68791
2666,4.7,0.36,10.1185
2667,4.9,0.36,10.5491
2668,5.1,0.36,10.9796
2669,5.3,0.36,11.4102
2670,5.5,0.36,11.8408
2671,5.7,0.36,12.2714
2672,5.9,0.36,12.7019
2673,6.1,0.36,13.1325
2674,6.3,0.36,13.5631
2675,6.5,0.36,13.9937
2676,6.7,0.36,14.4242
2677,6.9,0.36,14.8548
2678,7.1,0.36,15.2854
2679,7.3,0.36,15.7159
2680,4.1,0.08,3.57458
2681,4.3,0.08,3.74895
2682,4.5,0.08,3.92332
2683,4.7,0.08,4.09769
2684,4.9,0.08,4.27206
2685,5.1,0.08,4.44643
2686,5.3,0.08,4.6208
2687,5.5,0.08,4.79517
2688,5.7,0.08,4.96954
2689,5.9,0.08,5.14391
2690,6.1,0.08,5.318280000000001
2691,6.3,0.08,5.49265
2692,6.5,0.08,5.66702
2693,6.7,0.08,5.8413900000000005
2694,6.9,0.08,6.01576
2695,5.5,0.735,7.060500000000001e+60
2696,5.7,0.735,7.9147e+60
2697,5.9,0.735,8.83206e+60
2698,6.1,0.735,9.81434e+60
2699,6.3,0.735,1.0862800000000001e+61
2700,6.5,0.735,1.1977700000000002e+61
2701,6.7,0.735,1.3164e+61
2702,6.9,0.735,1.44195e+61
2703,7.1,0.735,1.57455e+61
2704,7.3,0.735,1.71458e+61
2705,7.5,0.735,1.8618200000000002e+61
2706,7.7,0.735,2.01668e+61
2707,7.9,0.735,2.1790100000000003e+61
2708,8.1,0.735,2.3487700000000001e+61
2709,8.3,0.735,2.5266800000000003e+61
2710,7.9,0.78,4.4344300000000004e+69
2711,8.1,0.78,4.744230000000001e+69
2712,8.3,0.78,5.066120000000001e+69
2713,8.5,0.78,5.400180000000001e+69
2714,8.7,0.78,5.746480000000001e+69
2715,8.9,0.78,6.105050000000001e+69
2716,9.1,0.78,6.475860000000001e+69
2717,9.3,0.78,6.858830000000001e+69
2718,9.5,0.78,7.2545e+69
2719,9.7,0.78,7.662310000000001e+69
2720,9.9,0.78,8.08196e+69
2721,0.1,0.785,1.50653e+65
2722,0.3,0.785,2.5620000000000003e+66
2723,0.5,0.785,1.11255e+67
2724,0.7,0.785,3.0083300000000004e+67
2725,2.3,0.55,22.8583
2726,2.5,0.55,24.8459
2727,2.7,0.55,26.8336
2728,2.9,0.55,28.8213
2729,3.1,0.55,30.809
2730,3.3,0.55,32.7967
2731,3.5,0.55,34.7843
2732,3.7,0.55,36.772
2733,3.9,0.55,38.7597
2734,4.1,0.55,40.7474
2735,4.3,0.55,42.735
2736,4.5,0.55,44.7227
2737,4.7,0.55,46.7104
2738,4.9,0.55,48.6981
2739,5.1,0.55,50.6857
2740,0.5,0.645,2.76152e+35
2741,0.7,0.645,5.23934e+36
2742,0.9,0.645,4.46343e+37
2743,1.1,0.645,2.36267e+38
2744,1.3,0.645,9.13072e+38
2745,1.5,0.645,2.82378e+39
2746,1.7,0.645,7.3994e+39
2747,1.9,0.645,1.7067e+40
2748,10.1,0.645,2.63818e+44
2749,10.3,0.645,2.85385e+44
2750,10.5,0.645,3.0800000000000003e+44
2751,2.1,0.645,3.55769e+40
2752,2.3,0.645,6.83308e+40
2753,2.5,0.645,1.2266000000000001e+41
2754,2.7,0.645,2.0808300000000003e+41
2755,2.9,0.645,3.36455e+41
2756,3.1,0.645,5.2208100000000005e+41
2757,3.3,0.645,7.818490000000001e+41
2758,4.9,0.455,17.866
2759,5.1,0.455,18.5952
2760,5.3,0.455,19.3244
2761,5.5,0.455,20.0537
2762,5.7,0.455,20.7829
2763,5.9,0.455,21.5121
2764,6.1,0.455,22.2413
2765,6.3,0.455,22.9706
2766,6.5,0.455,23.6998
2767,6.7,0.455,24.429000000000002
2768,6.9,0.455,25.1582
2769,7.1,0.455,25.8875
2770,7.3,0.455,26.6167
2771,7.5,0.455,27.3459
2772,7.7,0.455,28.0751
2773,0.7,0.27,1.05711
2774,0.9,0.27,1.35915
2775,1.1,0.27,1.6611799999999999
2776,1.3,0.27,1.96321
2777,1.5,0.27,2.26525
2778,1.7,0.27,2.56728
2779,1.9,0.27,2.86931
2780,10.1,0.27,15.2527
2781,10.3,0.27,15.5547
2782,10.5,0.27,15.8567
2783,2.1,0.27,3.1713400000000003
2784,2.3,0.27,3.47338
2785,2.5,0.27,3.77541
2786,2.7,0.27,4.07744
2787,2.9,0.27,4.37948
2788,3.1,0.27,4.68151
2789,3.3,0.27,4.9835400000000005
2790,3.5,0.27,5.28557
2791,7.7,0.36,16.5771
2792,7.9,0.36,17.0077
2793,8.1,0.36,17.4382
2794,8.3,0.36,17.8688
2795,8.5,0.36,18.2994
2796,8.7,0.36,18.73
2797,8.9,0.36,19.1605
2798,9.1,0.36,19.5911
2799,9.3,0.36,20.0217
2800,9.5,0.36,20.4523
2801,9.7,0.36,20.8828
2802,9.9,0.36,21.3134
2803,0.1,0.365,0.220248
2804,0.3,0.365,0.660744
2805,0.5,0.365,1.10124
2806,7.3,0.08,6.3645
2807,7.5,0.08,6.538869999999999
2808,7.7,0.08,6.713239999999999
2809,7.9,0.08,6.8876100000000005
2810,8.1,0.08,7.06198
2811,8.3,0.08,7.23635
2812,8.5,0.08,7.4107199999999995
2813,8.7,0.08,7.585089999999999
2814,8.9,0.08,7.759460000000001
2815,9.1,0.08,7.93383
2816,9.3,0.08,8.1082
2817,9.5,0.08,8.28257
2818,9.7,0.08,8.45694
2819,9.9,0.08,8.631310000000001
2820,0.1,0.085,0.0882709
2821,1.1,0.785,1.16532e+68
2822,1.3,0.785,1.92618e+68
2823,1.5,0.785,2.9621100000000005e+68
2824,1.7,0.785,4.31365e+68
2825,1.9,0.785,6.020030000000001e+68
2826,10.1,0.785,6.886970000000001e+70
2827,10.3,0.785,7.243710000000001e+70
2828,10.5,0.785,7.610240000000001e+70
2829,2.1,0.785,8.119110000000001e+68
2830,2.3,0.785,1.0647400000000002e+69
2831,2.5,0.785,1.3639300000000002e+69
2832,2.7,0.785,1.7129700000000004e+69
2833,2.9,0.785,2.1147600000000004e+69
2834,3.1,0.785,2.5728900000000006e+69
2835,3.3,0.785,3.0897700000000006e+69
2836,3.5,0.785,3.66814e+69
2837,3.7,0.785,4.311200000000001e+69
2838,3.9,0.785,5.0209100000000005e+69
2839,8.7,0.735,2.9055400000000004e+61
2840,8.9,0.735,3.1066900000000003e+61
2841,9.1,0.735,3.31573e+61
2842,9.3,0.735,3.5332e+61
2843,9.5,0.735,3.75866e+61
2844,9.7,0.735,3.9921900000000004e+61
2845,9.9,0.735,4.23385e+61
2846,0.1,0.74,8.23996e+55
2847,0.3,0.74,2.71787e+57
2848,0.5,0.74,1.58949e+58
2849,0.7,0.74,5.19897e+58
2850,0.9,0.74,1.2658500000000002e+59
2851,1.1,0.74,2.5769300000000003e+59
2852,1.3,0.74,4.651050000000001e+59
2853,1.5,0.74,7.70026e+59
2854,5.5,0.55,54.6611
2855,5.7,0.55,56.6488
2856,5.9,0.55,58.6364
2857,6.1,0.55,60.6241
2858,6.3,0.55,62.6118
2859,6.5,0.55,64.5995
2860,6.7,0.55,66.5871
2861,6.9,0.55,68.5748
2862,7.1,0.55,70.5625
2863,7.3,0.55,72.5502
2864,7.5,0.55,74.5378
2865,7.7,0.55,76.5255
2866,7.9,0.55,78.5132
2867,8.1,0.55,80.5009
2868,8.3,0.55,82.4886
2869,3.7,0.645,1.60338e+42
2870,3.9,0.645,2.21089e+42
2871,4.1,0.645,2.98364e+42
2872,4.3,0.645,3.94989e+42
2873,4.5,0.645,5.13956e+42
2874,4.7,0.645,6.58374e+42
2875,4.9,0.645,8.3151e+42
2876,5.1,0.645,1.0367200000000001e+43
2877,5.3,0.645,1.2774200000000001e+43
2878,5.5,0.645,1.5572400000000002e+43
2879,5.7,0.645,1.8795900000000002e+43
2880,5.9,0.645,2.2480600000000003e+43
2881,6.1,0.645,2.66618e+43
2882,6.3,0.645,3.1375700000000003e+43
2883,6.5,0.645,3.66562e+43
2884,3.9,0.27,5.88964
2885,4.1,0.27,6.191669999999999
2886,4.3,0.27,6.49371
2887,4.5,0.27,6.7957399999999994
2888,4.7,0.27,7.09777
2889,4.9,0.27,7.3998
2890,5.1,0.27,7.70184
2891,5.3,0.27,8.00387
2892,5.5,0.27,8.3059
2893,5.7,0.27,8.60794
2894,5.9,0.27,8.90997
2895,6.1,0.27,9.212
2896,6.3,0.27,9.51403
2897,6.5,0.27,9.81607
2898,6.7,0.27,10.1181
2899,8.1,0.455,29.5336
2900,8.3,0.455,30.2628
2901,8.5,0.455,30.991999999999997
2902,8.7,0.455,31.7213
2903,8.9,0.455,32.4505
2904,9.1,0.455,33.1797
2905,9.3,0.455,33.9089
2906,9.5,0.455,34.6382
2907,9.7,0.455,35.3674
2908,9.9,0.455,36.0966
2909,0.1,0.46,0.377743
2910,0.3,0.46,1.13323
2911,0.5,0.46,1.8887099999999999
2912,0.7,0.46,2.6442
2913,0.9,0.46,3.39969
2914,0.9,0.365,1.98223
2915,1.1,0.365,2.42273
2916,1.3,0.365,2.86322
2917,1.5,0.365,3.3037199999999998
2918,1.7,0.365,3.74422
2919,1.9,0.365,4.18471
2920,10.1,0.365,22.245
2921,10.3,0.365,22.6855
2922,10.5,0.365,23.125999999999998
2923,2.1,0.365,4.62521
2924,2.3,0.365,5.0657
2925,2.5,0.365,5.5062
2926,2.7,0.365,5.9467
2927,2.9,0.365,6.38719
2928,3.1,0.365,6.82769
2929,3.3,0.365,7.26818
2930,3.5,0.365,7.70868
2931,3.7,0.365,8.14918
2932,4.3,0.785,6.650080000000001e+69
2933,4.5,0.785,7.57362e+69
2934,4.7,0.785,8.573010000000001e+69
2935,4.9,0.785,9.650290000000001e+69
2936,5.1,0.785,1.0806700000000002e+70
2937,5.3,0.785,1.2043800000000002e+70
2938,5.5,0.785,1.3362000000000002e+70
2939,5.7,0.785,1.47669e+70
2940,5.9,0.785,1.6255200000000004e+70
2941,6.1,0.785,1.78313e+70
2942,6.3,0.785,1.9492800000000003e+70
2943,6.5,0.785,2.1247000000000005e+70
2944,6.7,0.785,2.3089300000000004e+70
2945,6.9,0.785,2.5019700000000006e+70
2946,7.1,0.785,2.7047600000000004e+70
2947,0.5,0.085,0.441355
2948,0.7,0.085,0.617896
2949,0.9,0.085,0.794438
2950,1.1,0.085,0.97098
2951,1.3,0.085,1.14752
2952,1.5,0.085,1.32406
2953,1.7,0.085,1.50061
2954,1.9,0.085,1.67715
2955,10.1,0.085,8.91536
2956,10.3,0.085,9.09191
2957,10.5,0.085,9.26845
2958,2.1,0.085,1.85369
2959,2.3,0.085,2.03023
2960,2.5,0.085,2.20677
2961,2.7,0.085,2.38331
2962,2.9,0.085,2.55986
2963,3.1,0.085,2.7364
2964,3.3,0.085,2.9129400000000003
2965,1.9,0.74,1.7612700000000003e+60
2966,10.1,0.74,3.81435e+62
2967,10.3,0.74,4.0311800000000003e+62
2968,10.5,0.74,4.254760000000001e+62
2969,2.1,0.74,2.49375e+60
2970,2.3,0.74,3.41502e+60
2971,2.5,0.74,4.5483700000000006e+60
2972,2.7,0.74,5.917010000000001e+60
2973,2.9,0.74,7.54347e+60
2974,3.1,0.74,9.451359999999999e+60
2975,3.3,0.74,1.1661200000000001e+61
2976,3.5,0.74,1.41958e+61
2977,3.7,0.74,1.7075100000000003e+61
2978,3.9,0.74,2.03205e+61
2979,4.1,0.74,2.39506e+61
2980,4.3,0.74,2.7984e+61
2981,4.5,0.74,3.24394e+61
2982,4.7,0.74,3.733670000000001e+61
2983,6.9,0.645,4.90568e+43
2984,7.1,0.645,5.62437e+43
2985,7.3,0.645,6.4131e+43
2986,7.5,0.645,7.27514e+43
2987,7.7,0.645,8.213490000000001e+43
2988,7.9,0.645,9.23108e+43
2989,8.1,0.645,1.0330100000000001e+44
2990,8.3,0.645,1.1515e+44
2991,8.5,0.645,1.27863e+44
2992,8.7,0.645,1.41487e+44
2993,8.9,0.645,1.5602500000000001e+44
2994,9.1,0.645,1.7151100000000002e+44
2995,9.3,0.645,1.87961e+44
2996,9.5,0.645,2.05397e+44
2997,9.7,0.645,2.2384300000000003e+44
2998,8.7,0.55,86.4639
2999,8.9,0.55,9.50035e+17
3000,9.1,0.55,4.01637e+20
3001,9.3,0.55,4.40152e+21
3002,9.5,0.55,1.97303e+22
3003,9.7,0.55,5.84321e+22
3004,9.9,0.55,1.36134e+23
3005,0.1,0.555,1.0881299999999998
3006,0.3,0.555,3.26439
3007,0.5,0.555,5.44065
3008,0.7,0.555,7.6169
3009,0.9,0.555,9.79316
3010,1.1,0.555,11.9694
3011,1.3,0.555,14.1457
3012,1.5,0.555,16.3219
3013,7.1,0.27,10.7222
3014,7.3,0.27,11.0242
3015,7.5,0.27,11.3262
3016,7.7,0.27,11.6283
3017,7.9,0.27,11.9303
3018,8.1,0.27,12.2323
3019,8.3,0.27,12.5344
3020,8.5,0.27,12.8364
3021,8.7,0.27,13.1384
3022,8.9,0.27,13.4405
3023,9.1,0.27,13.7425
3024,9.3,0.27,14.0445
3025,9.5,0.27,14.3466
3026,9.7,0.27,14.6486
3027,9.9,0.27,14.9506
3028,1.3,0.46,4.91066
3029,1.5,0.46,5.66614
3030,1.7,0.46,6.42163
3031,1.9,0.46,7.177110000000001
3032,10.1,0.46,38.152
3033,10.3,0.46,38.9075
3034,10.5,0.46,39.663000000000004
3035,2.1,0.46,7.9326
3036,2.3,0.46,8.688089999999999
3037,2.5,0.46,9.44357
3038,2.7,0.46,10.1991
3039,2.9,0.46,10.9545
3040,3.1,0.46,11.71
3041,3.3,0.46,12.4655
3042,3.5,0.46,13.220999999999998
3043,3.7,0.46,13.9765
3044,3.9,0.46,14.732000000000001
3045,4.1,0.46,15.4875
3046,4.1,0.365,9.03017
3047,4.3,0.365,9.47066
3048,4.5,0.365,9.91116
3049,4.7,0.365,10.3517
3050,4.9,0.365,10.7922
3051,5.1,0.365,11.2326
3052,5.3,0.365,11.6731
3053,5.5,0.365,12.1136
3054,5.7,0.365,12.5541
3055,5.9,0.365,12.9946
3056,6.1,0.365,13.4351
3057,6.3,0.365,13.8756
3058,6.5,0.365,14.3161
3059,6.7,0.365,14.7566
3060,6.9,0.365,15.1971
3061,3.7,0.085,3.26602
3062,3.9,0.085,3.44257
3063,4.1,0.085,3.61911
3064,4.3,0.085,3.79565
3065,4.5,0.085,3.9721900000000003
3066,4.7,0.085,4.1487300000000005
3067,4.9,0.085,4.32528
3068,5.1,0.085,4.5018199999999995
3069,5.3,0.085,4.67836
3070,5.5,0.085,4.8549
3071,5.7,0.085,5.03144
3072,5.9,0.085,5.20798
3073,6.1,0.085,5.384530000000001
3074,6.3,0.085,5.56107
3075,6.5,0.085,5.73761
3076,5.1,0.74,4.8513800000000007e+61
3077,5.3,0.74,5.482900000000001e+61
3078,5.5,0.74,6.164470000000001e+61
3079,5.7,0.74,6.89777e+61
3080,5.9,0.74,7.68422e+61
3081,6.1,0.74,8.524810000000001e+61
3082,6.3,0.74,9.42005e+61
3083,6.5,0.74,1.03736e+62
3084,6.7,0.74,1.1384e+62
3085,6.9,0.74,1.2452000000000001e+62
3086,7.1,0.74,1.3581399999999999e+62
3087,7.3,0.74,1.4769600000000002e+62
3088,7.5,0.74,1.6021300000000001e+62
3089,7.7,0.74,1.73337e+62
3090,7.9,0.74,1.87081e+62
3091,7.5,0.785,3.13768e+70
3092,7.7,0.785,3.36829e+70
3093,7.9,0.785,3.6083200000000006e+70
3094,8.1,0.785,3.8578600000000006e+70
3095,8.3,0.785,4.1170100000000004e+70
3096,8.5,0.785,4.3858100000000005e+70
3097,8.7,0.785,4.664310000000001e+70
3098,8.9,0.785,4.952480000000001e+70
3099,9.1,0.785,5.250280000000001e+70
3100,9.3,0.785,5.558100000000001e+70
3101,9.5,0.785,5.875550000000001e+70
3102,9.7,0.785,6.202400000000001e+70
3103,9.9,0.785,6.539660000000001e+70
3104,0.1,0.79,1.4688700000000002e+66
3105,0.3,0.79,2.3657100000000002e+67
3106,1.9,0.555,20.6745
3107,10.1,0.555,9.94542e+24
3108,10.3,0.555,1.46155e+25
3109,10.5,0.555,2.06688e+25
3110,2.1,0.555,22.8507
3111,2.3,0.555,25.026999999999997
3112,2.5,0.555,27.2032
3113,2.7,0.555,29.3795
3114,2.9,0.555,31.5557
3115,3.1,0.555,33.732
3116,3.3,0.555,35.9083
3117,3.5,0.555,38.0845
3118,3.7,0.555,40.2608
3119,3.9,0.555,42.437
3120,4.1,0.555,44.6133
3121,4.3,0.555,46.7896
3122,4.5,0.555,48.9658
3123,4.7,0.555,51.1421
3124,0.1,0.65,2.7988e+31
3125,0.3,0.65,1.91023e+35
3126,0.5,0.65,1.17854e+37
3127,0.7,0.65,1.69605e+38
3128,0.9,0.65,1.19105e+39
3129,1.1,0.65,5.45481e+39
3130,1.3,0.65,1.88231e+40
3131,1.5,0.65,5.31311e+40
3132,1.7,0.65,1.29117e+41
3133,1.9,0.65,2.79523e+41
3134,10.1,0.65,2.5537100000000002e+45
3135,10.3,0.65,2.75621e+45
3136,10.5,0.65,2.96863e+45
3137,2.1,0.65,5.52123e+41
3138,2.3,0.65,1.0123000000000001e+42
3139,2.5,0.65,1.74531e+42
3140,2.7,0.65,2.85761e+42
3141,2.9,0.65,4.47859e+42
3142,4.5,0.46,16.9984
3143,4.7,0.46,17.7539
3144,4.9,0.46,18.5094
3145,5.1,0.46,19.2649
3146,5.3,0.46,20.0204
3147,5.5,0.46,20.7759
3148,5.7,0.46,21.5313
3149,5.9,0.46,22.2868
3150,6.1,0.46,23.0423
3151,6.3,0.46,23.7978
3152,6.5,0.46,24.5533
3153,6.7,0.46,25.3088
3154,6.9,0.46,26.0643
3155,7.1,0.46,26.8197
3156,7.3,0.46,27.5752
3157,7.3,0.365,16.0781
3158,7.5,0.365,16.5186
3159,7.7,0.365,16.9591
3160,7.9,0.365,17.3996
3161,8.1,0.365,17.8401
3162,8.3,0.365,18.2806
3163,8.5,0.365,18.7211
3164,8.7,0.365,19.1616
3165,8.9,0.365,19.6021
3166,9.1,0.365,20.0426
3167,9.3,0.365,20.4831
3168,9.5,0.365,20.9236
3169,9.7,0.365,21.3641
3170,9.9,0.365,21.8046
3171,0.1,0.37,0.225417
3172,0.3,0.275,0.461034
3173,0.5,0.275,0.76839
3174,0.7,0.275,1.07575
3175,0.9,0.275,1.3831
3176,1.1,0.275,1.6904599999999999
3177,1.3,0.275,1.9978099999999999
3178,1.5,0.275,2.30517
3179,1.7,0.275,2.61253
3180,1.9,0.275,2.91988
3181,10.1,0.275,15.5215
3182,10.3,0.275,15.8288
3183,10.5,0.275,16.1362
3184,2.1,0.275,3.22724
3185,2.3,0.275,3.53459
3186,2.5,0.275,3.84195
3187,2.7,0.275,4.14931
3188,2.9,0.275,4.45666
3189,3.1,0.275,4.7640199999999995
3190,6.9,0.085,6.09069
3191,7.1,0.085,6.26724
3192,7.3,0.085,6.44378
3193,7.5,0.085,6.6203199999999995
3194,7.7,0.085,6.796860000000001
3195,7.9,0.085,6.9734
3196,8.1,0.085,7.149939999999999
3197,8.3,0.085,7.32649
3198,8.5,0.085,7.50303
3199,8.7,0.085,7.67957
3200,8.9,0.085,7.85611
3201,9.1,0.085,8.03265
3202,9.3,0.085,8.2092
3203,9.5,0.085,8.38574
3204,9.7,0.085,8.56228
3205,1.1,0.075,0.947313
3206,4.3,0.075,3.7031300000000003
3207,7.5,0.075,6.45895
3208,0.7,0.08,0.610295
3209,3.9,0.08,3.40021
3210,7.1,0.08,6.19013
3211,0.3,0.085,0.264813
3212,3.5,0.085,3.08948
3213,6.7,0.085,5.91415
3214,9.9,0.085,8.73882
3215,3.1,0.09,2.77071
3216,6.3,0.09,5.6308
3217,9.5,0.09,8.4909
3218,2.7,0.095,2.44367
3219,0.7,0.79,2.66889e+68
3220,0.9,0.79,5.59369e+68
3221,1.1,0.79,1.0129400000000001e+69
3222,1.3,0.79,1.6623700000000002e+69
3223,1.5,0.79,2.5408700000000006e+69
3224,1.7,0.79,3.680870000000001e+69
3225,1.9,0.79,5.113420000000001e+69
3226,10.1,0.79,5.5402700000000005e+71
3227,10.3,0.79,5.824780000000001e+71
3228,10.5,0.79,6.116660000000001e+71
3229,2.1,0.79,6.8688100000000015e+69
3230,2.3,0.79,8.974450000000002e+69
3231,2.5,0.79,1.1459300000000001e+70
3232,2.7,0.79,1.4350300000000002e+70
3233,2.9,0.79,1.7669000000000002e+70
3234,3.1,0.79,2.1443100000000003e+70
3235,3.3,0.79,2.5691800000000004e+70
3236,3.5,0.79,3.0436600000000004e+70
3237,8.3,0.74,2.1651100000000004e+62
3238,8.5,0.74,2.32183e+62
3239,8.7,0.74,2.4849100000000004e+62
3240,8.9,0.74,2.65494e+62
3241,9.1,0.74,2.83149e+62
3242,9.3,0.74,3.0146500000000003e+62
3243,9.5,0.74,3.2044600000000005e+62
3244,9.7,0.74,3.4010000000000004e+62
3245,9.9,0.74,3.6042900000000003e+62
3246,0.1,0.745,9.648220000000001e+56
3247,0.3,0.745,2.89653e+58
3248,0.5,0.745,1.6240400000000002e+59
3249,0.7,0.745,5.17056e+59
3250,0.9,0.745,1.23449e+60
3251,1.1,0.745,2.47487e+60
3252,5.1,0.555,55.4946
3253,5.3,0.555,57.6708
3254,5.5,0.555,59.8471
3255,5.7,0.555,62.0234
3256,5.9,0.555,64.1996
3257,6.1,0.555,66.3759
3258,6.3,0.555,68.5521
3259,6.5,0.555,70.7284
3260,6.7,0.555,72.9047
3261,6.9,0.555,75.0809
3262,7.1,0.555,77.2572
3263,7.3,0.555,79.4334
3264,7.5,0.555,81.6097
3265,7.7,0.555,83.7859
3266,7.9,0.555,85.9622
3267,3.3,0.65,9.8738e+42
3268,3.5,0.65,1.4018900000000002e+43
3269,3.7,0.65,1.94094e+43
3270,3.9,0.65,2.62806e+43
3271,4.1,0.65,3.4885300000000004e+43
3272,4.3,0.65,4.54931e+43
3273,4.5,0.65,5.838250000000001e+43
3274,4.7,0.65,7.384660000000001e+43
3275,4.9,0.65,9.21866e+43
3276,5.1,0.65,1.1371e+44
3277,5.3,0.65,1.38735e+44
3278,5.5,0.65,1.6757e+44
3279,5.7,0.65,2.00543e+44
3280,5.9,0.65,2.37962e+44
3281,6.1,0.65,2.80152e+44
3282,7.7,0.46,29.0862
3283,7.9,0.46,29.8417
3284,8.1,0.46,30.5972
3285,8.3,0.46,31.3527
3286,8.5,0.46,32.1081
3287,8.7,0.46,32.8636
3288,8.9,0.46,33.6191
3289,9.1,0.46,34.3746
3290,9.3,0.46,35.1301
3291,9.5,0.46,35.8856
3292,9.7,0.46,36.6411
3293,9.9,0.46,37.3965
3294,0.1,0.465,0.391785
3295,0.3,0.465,1.17535
3296,0.5,0.465,1.95892
3297,3.5,0.275,5.37873
3298,3.7,0.275,5.68609
3299,3.9,0.275,5.9934400000000005
3300,4.1,0.275,6.3008
3301,4.3,0.275,6.608160000000001
3302,4.5,0.275,6.91551
3303,4.7,0.275,7.2228699999999995
3304,4.9,0.275,7.53022
3305,5.1,0.275,7.83758
3306,5.3,0.275,8.14494
3307,5.5,0.275,8.45229
3308,5.7,0.275,8.75965
3309,5.9,0.275,9.067
3310,6.1,0.275,9.374360000000001
3311,6.3,0.275,9.68172
3312,0.5,0.37,1.1270799999999999
3313,0.7,0.37,1.57792
3314,0.9,0.37,2.02875
3315,1.1,0.37,2.47958
3316,1.3,0.37,2.9304200000000002
3317,1.5,0.37,3.38125
3318,1.7,0.37,3.8320800000000004
3319,1.9,0.37,4.28291
3320,10.1,0.37,22.7671
3321,10.3,0.37,23.2179
3322,10.5,0.37,23.6687
3323,2.1,0.37,4.73375
3324,2.3,0.37,5.18458
3325,2.5,0.37,5.63541
3326,2.7,0.37,6.08625
3327,2.9,0.37,6.5370800000000004
3328,3.1,0.37,6.98791
3329,3.3,0.37,7.43875
3330,3.9,0.79,4.1501800000000005e+70
3331,4.1,0.79,4.786130000000001e+70
3332,4.3,0.79,5.4791400000000007e+70
3333,4.5,0.79,6.230900000000001e+70
3334,4.7,0.79,7.043180000000001e+70
3335,4.9,0.79,7.917240000000001e+70
3336,5.1,0.79,8.853620000000001e+70
3337,5.3,0.79,9.856320000000002e+70
3338,5.5,0.79,1.0923900000000002e+71
3339,5.7,0.79,1.2057200000000002e+71
3340,5.9,0.79,1.3260200000000002e+71
3341,6.1,0.79,1.4530700000000002e+71
3342,6.3,0.79,1.5871800000000002e+71
3343,6.5,0.79,1.7283100000000002e+71
3344,6.7,0.79,1.8765200000000004e+71
3345,0.1,0.09,0.08937780000000001
3346,0.3,0.09,0.26813400000000004
3347,0.5,0.09,0.44688900000000004
3348,0.7,0.09,0.625645
3349,0.9,0.09,0.804401
3350,1.1,0.09,0.9831559999999999
3351,1.3,0.09,1.16191
3352,1.5,0.09,1.34067
3353,1.7,0.09,1.51942
3354,1.9,0.09,1.69818
3355,10.1,0.09,9.02716
3356,10.3,0.09,9.205919999999999
3357,10.5,0.09,9.38467
3358,2.1,0.09,1.87693
3359,2.3,0.09,2.0556900000000002
3360,2.5,0.09,2.23445
3361,2.7,0.09,2.4132
3362,2.9,0.09,2.59196
3363,1.5,0.745,7.2284e+60
3364,1.7,0.745,1.1114100000000002e+61
3365,1.9,0.745,1.62617e+61
3366,10.1,0.745,3.22585e+63
3367,10.3,0.745,3.4071000000000005e+63
3368,10.5,0.745,3.593870000000001e+63
3369,2.1,0.745,2.2868100000000002e+61
3370,2.3,0.745,3.11253e+61
3371,2.5,0.745,4.12295e+61
3372,2.7,0.745,5.33757e+61
3373,2.9,0.745,6.774680000000001e+61
3374,3.1,0.745,8.45315e+61
3375,3.3,0.745,1.0390000000000001e+62
3376,3.5,0.745,1.2605300000000002e+62
3377,3.7,0.745,1.51137e+62
3378,3.9,0.745,1.79318e+62
3379,4.1,0.745,2.1077e+62
3380,4.3,0.745,2.45629e+62
3381,8.3,0.555,3.87345e+20
